id,frames,tone,principal_frames,economic,capacity_and_resources,morality,fairness_and_equality,legality_constitutionality_and_jurisprudence,policy_prescription_and_evaluation,crime_and_punishment,security_and_defense,health_and_safety,quality_of_life,cultural_identity,public_opinion,political,external_regulation_and_reputation
Noticia_1.txt,"['external_regulation_and_reputation', 'legality_constitutionality_and_jurisprudence', 'policy_prescription_and_evaluation', 'crime_and_punishment']",neutral,legality_constitutionality_and_jurisprudence,0,0,0,0,1,1,1,0,0,0,0,0,0,1
Noticia_2.txt,"['policy_prescription_and_evaluation', 'political', 'economic', 'morality', 'public_opinion', 'external_regulation_and_reputation']",neutral,political,1,0,1,0,0,1,0,0,0,0,0,1,1,1
Noticia_7.txt,"['political', 'quality_of_life', 'public_opinion']",neutral,political,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Noticia_8.txt,"['policy_prescription_and_evaluation', 'public_opinion', 'external_regulation_and_reputation']",neutral,policy_prescription_and_evaluation,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Noticia_9.txt,"['external_regulation_and_reputation', 'quality_of_life', 'public_opinion', 'capacity_and_resources', 'fairness_and_equality', 'policy_prescription_and_evaluation']",negative,fairness_and_equality,0,1,0,1,0,1,0,0,0,1,0,1,0,1
Noticia_10.txt,"['external_regulation_and_reputation', 'political']",positive,external_regulation_and_reputation,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Noticia_11.txt,"['political', 'public_opinion']",neutral,political,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Noticia_12.txt,"['capacity_and_resources', 'policy_prescription_and_evaluation', 'cultural_identity', 'political', 'external_regulation_and_reputation', 'legality_constitutionality_and_jurisprudence', 'public_opinion']",negative,external_regulation_and_reputation,0,1,0,0,1,1,0,0,0,0,1,1,1,1
Noticia_23.txt,"['health_and_safety', 'cultural_identity']",negative,health_and_safety,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Noticia_24.txt,"['economic', 'cultural_identity', 'public_opinion', 'health_and_safety']",positive,economic,1,0,0,0,0,0,0,0,1,0,1,1,0,0
Noticia_25.txt,"['economic', 'policy_prescription_and_evaluation']",neutral,policy_prescription_and_evaluation,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Noticia_26.txt,"['policy_prescription_and_evaluation', 'quality_of_life', 'public_opinion']",positive,policy_prescription_and_evaluation,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Noticia_27.txt,['political'],neutral,political,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Noticia_28.txt,['economic'],positive,economic,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Noticia_29.txt,"['economic', 'health_and_safety', 'policy_prescription_and_evaluation']",positive,health_and_safety,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Noticia_32.txt,"['legality_constitutionality_and_jurisprudence', 'policy_prescription_and_evaluation', 'political']",neutral,policy_prescription_and_evaluation,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Noticia_33.txt,"['legality_constitutionality_and_jurisprudence', 'policy_prescription_and_evaluation', 'public_opinion', 'political']",neutral,policy_prescription_and_evaluation,0,0,0,0,1,1,0,0,0,0,0,1,1,0
Noticia_66.txt,"['capacity_and_resources', 'morality', 'health_and_safety', 'quality_of_life', 'public_opinion', 'security_and_defense']",neutral,health_and_safety,0,1,1,0,0,0,0,1,1,1,0,1,0,0
Noticia_67.txt,"['economic', 'capacity_and_resources', 'morality', 'health_and_safety', 'public_opinion']",positive,health_and_safety,1,1,1,0,0,0,0,0,1,0,0,1,0,0
Noticia_71.txt,['public_opinion'],neutral,other,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Noticia_72.txt,['crime_and_punishment'],negative,crime_and_punishment,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Noticia_3.txt,"['crime_and_punishment', 'legality_constitutionality_and_jurisprudence', 'fairness_and_equality', 'economic', 'public_opinion', 'external_regulation_and_reputation']",negative,external_regulation_and_reputation,1,0,0,1,1,0,1,0,0,0,0,1,0,1
Noticia_4.txt,"['political', 'legality_constitutionality_and_jurisprudence']",neutral,political,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Noticia_6.txt,"['security_and_defense', 'external_regulation_and_reputation', 'cultural_identity']",neutral,security_and_defense,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Noticia_13.txt,"['public_opinion', 'political', 'policy_prescription_and_evaluation']",neutral,political,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Noticia_14.txt,"['morality', 'cultural_identity', 'political']",positive,morality,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Noticia_15.txt,"['political', 'legality_constitutionality_and_jurisprudence']",neutral,political,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Noticia_16.txt,"['political', 'public_opinion', 'morality', 'crime_and_punishment']",neutral,political,0,0,1,0,0,0,1,0,0,0,0,1,1,0
Noticia_17.txt,['political'],neutral,political,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Noticia_18.txt,"['security_and_defense', 'fairness_and_equality', 'cultural_identity']",positive,security_and_defense,0,0,0,1,0,0,0,1,0,0,1,0,0,0
Noticia_19.txt,"['political', 'legality_constitutionality_and_jurisprudence']",neutral,legality_constitutionality_and_jurisprudence,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Noticia_20.txt,"['legality_constitutionality_and_jurisprudence', 'political', 'capacity_and_resources', 'public_opinion']",positive,political,0,1,0,0,1,0,0,0,0,0,0,1,1,0
Noticia_21.txt,"['policy_prescription_and_evaluation', 'health_and_safety', 'public_opinion']",negative,policy_prescription_and_evaluation,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Noticia_22.txt,"['policy_prescription_and_evaluation', 'economic', 'health_and_safety']",positive,policy_prescription_and_evaluation,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Noticia_30.txt,"['economic', 'legality_constitutionality_and_jurisprudence']",neutral,economic,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Noticia_31.txt,"['economic', 'legality_constitutionality_and_jurisprudence', 'political']",neutral,economic,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Noticia_34.txt,"['political', 'quality_of_life', 'public_opinion']",neutral,political,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Noticia_35.txt,"['economic', 'political', 'public_opinion', 'capacity_and_resources', 'morality', 'policy_prescription_and_evaluation', 'quality_of_life']",negative,political,1,1,1,0,0,1,0,0,0,1,0,1,1,0
Noticia_36.txt,"['crime_and_punishment', 'security_and_defense']",negative,security_and_defense,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Noticia_64.txt,"['external_regulation_and_reputation', 'quality_of_life', 'cultural_identity', 'public_opinion']",negative,cultural_identity,0,0,0,0,0,0,0,0,0,1,1,1,0,1
Noticia_65.txt,"['cultural_identity', 'public_opinion', 'quality_of_life', 'economic', 'capacity_and_resources']",negative,quality_of_life,1,1,0,0,0,0,0,0,0,1,1,1,0,0
Noticia_68.txt,"['economic', 'crime_and_punishment', 'public_opinion']",negative,crime_and_punishment,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Noticia_69.txt,"['external_regulation_and_reputation', 'cultural_identity', 'public_opinion', 'economic', 'security_and_defense']",negative,external_regulation_and_reputation,1,0,0,0,0,0,0,1,0,0,1,1,0,1
Noticia_70.txt,"['public_opinion', 'health_and_safety']",neutral,health_and_safety,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Noticia_56.txt,"['public_opinion', 'security_and_defense', 'political', 'crime_and_punishment']",negative,crime_and_punishment,0,0,0,0,0,0,1,1,0,0,0,1,1,0
Noticia_58.txt,"['fairness_and_equality', 'crime_and_punishment', 'security_and_defense', 'quality_of_life', 'public_opinion', 'external_regulation_and_reputation', 'political', 'legality_constitutionality_and_jurisprudence', 'capacity_and_resources']",negative,security_and_defense,0,1,0,1,1,0,1,1,0,1,0,1,1,1
Noticia_5.txt,"['crime_and_punishment', 'security_and_defense', 'external_regulation_and_reputation', 'quality_of_life', 'public_opinion']",positive,external_regulation_and_reputation,0,0,0,0,0,0,1,1,0,1,0,1,0,1
Noticia_57.txt,"['public_opinion', 'economic']",positive,public_opinion,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Noticia_59.txt,"['economic', 'capacity_and_resources', 'cultural_identity', 'public_opinion', 'fairness_and_equality']",neutral,economic,1,1,0,1,0,0,0,0,0,0,1,1,0,0
Noticia_60.txt,"['quality_of_life', 'economic', 'policy_prescription_and_evaluation', 'capacity_and_resources', 'public_opinion']",neutral,economic,1,1,0,0,0,1,0,0,0,1,0,1,0,0
Noticia_61.txt,"['health_and_safety', 'public_opinion']",neutral,health_and_safety,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Noticia_62.txt,"['security_and_defense', 'public_opinion']",positive,security_and_defense,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Noticia_40.txt,"['cultural_identity', 'public_opinion', 'political']",negative,public_opinion,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Noticia_41.txt,"['morality', 'health_and_safety', 'public_opinion']",negative,health_and_safety,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Noticia_42.txt,"['political', 'policy_prescription_and_evaluation', 'public_opinion']",neutral,political,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Noticia_43.txt,"['public_opinion', 'political']",neutral,public_opinion,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Noticia_44.txt,"['legality_constitutionality_and_jurisprudence', 'policy_prescription_and_evaluation', 'external_regulation_and_reputation', 'political']",negative,policy_prescription_and_evaluation,0,0,0,0,1,1,0,0,0,0,0,0,1,1
Noticia_45.txt,"['legality_constitutionality_and_jurisprudence', 'policy_prescription_and_evaluation', 'crime_and_punishment']",negative,crime_and_punishment,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Noticia_46.txt,"['political', 'policy_prescription_and_evaluation', 'economic', 'legality_constitutionality_and_jurisprudence', 'crime_and_punishment']",negative,political,1,0,0,0,1,1,1,0,0,0,0,0,1,0
Noticia_47.txt,['crime_and_punishment'],negative,crime_and_punishment,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Noticia_48.txt,"['legality_constitutionality_and_jurisprudence', 'crime_and_punishment']",negative,legality_constitutionality_and_jurisprudence,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Noticia_50.txt,"['crime_and_punishment', 'security_and_defense', 'quality_of_life', 'public_opinion', 'political']",neutral,security_and_defense,0,0,0,0,0,0,1,1,0,1,0,1,1,0
Noticia_51.txt,"['legality_constitutionality_and_jurisprudence', 'political', 'crime_and_punishment']",neutral,legality_constitutionality_and_jurisprudence,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Noticia_52.txt,"['political', 'crime_and_punishment']",neutral,political,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Noticia_53.txt,"['legality_constitutionality_and_jurisprudence', 'policy_prescription_and_evaluation', 'public_opinion', 'political', 'capacity_and_resources']",neutral,political,0,1,0,0,1,1,0,0,0,0,0,1,1,0
Noticia_54.txt,"['legality_constitutionality_and_jurisprudence', 'political']",negative,political,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Noticia_55.txt,"['legality_constitutionality_and_jurisprudence', 'crime_and_punishment', 'public_opinion']",neutral,legality_constitutionality_and_jurisprudence,0,0,0,0,1,0,1,0,0,0,0,1,0,0
Noticia_37.txt,"['morality', 'health_and_safety', 'public_opinion']",neutral,health_and_safety,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Noticia_38.txt,"['political', 'fairness_and_equality', 'capacity_and_resources', 'public_opinion', 'crime_and_punishment', 'health_and_safety']",negative,health_and_safety,0,1,0,1,0,0,1,0,1,0,0,1,1,0
Noticia_39.txt,"['health_and_safety', 'public_opinion', 'political']",negative,public_opinion,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Noticia_63.txt,"['security_and_defense', 'public_opinion', 'economic', 'external_regulation_and_reputation']",positive,security_and_defense,1,0,0,0,0,0,0,1,0,0,0,1,0,1
Noticia_49.txt,"['policy_prescription_and_evaluation', 'political', 'security_and_defense', 'quality_of_life', 'legality_constitutionality_and_jurisprudence', 'external_regulation_and_reputation', 'public_opinion']",neutral,policy_prescription_and_evaluation,0,0,0,0,1,1,0,1,0,1,0,1,1,1
Noticia_145.txt,"['public_opinion', 'crime_and_punishment', 'fairness_and_equality', 'legality_constitutionality_and_jurisprudence']",negative,crime_and_punishment,0,0,0,1,1,0,1,0,0,0,0,1,0,0
Noticia_144.txt,"['political', 'public_opinion', 'external_regulation_and_reputation']",neutral,public_opinion,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Noticia_143.txt,"['morality', 'legality_constitutionality_and_jurisprudence', 'policy_prescription_and_evaluation', 'crime_and_punishment', 'public_opinion', 'political']",neutral,political,0,0,1,0,1,1,1,0,0,0,0,1,1,0
Noticia_140.txt,"['security_and_defense', 'crime_and_punishment', 'public_opinion']",negative,security_and_defense,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Noticia_142.txt,"['security_and_defense', 'public_opinion']",negative,security_and_defense,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Noticia_141.txt,"['morality', 'crime_and_punishment', 'security_and_defense', 'public_opinion']",negative,security_and_defense,0,0,1,0,0,0,1,1,0,0,0,1,0,0
Noticia_139.txt,"['public_opinion', 'political']",negative,public_opinion,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Noticia_138.txt,"['economic', 'security_and_defense', 'public_opinion']",negative,security_and_defense,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Noticia_154.txt,"['policy_prescription_and_evaluation', 'health_and_safety', 'political']",negative,health_and_safety,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Noticia_153.txt,"['legality_constitutionality_and_jurisprudence', 'health_and_safety', 'policy_prescription_and_evaluation', 'public_opinion', 'political']",neutral,legality_constitutionality_and_jurisprudence,0,0,0,0,1,1,0,0,1,0,0,1,1,0
Noticia_152.txt,"['health_and_safety', 'legality_constitutionality_and_jurisprudence', 'public_opinion']",negative,public_opinion,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Noticia_151.txt,"['political', 'public_opinion']",neutral,political,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Noticia_150.txt,"['public_opinion', 'morality', 'legality_constitutionality_and_jurisprudence', 'policy_prescription_and_evaluation', 'health_and_safety']",negative,legality_constitutionality_and_jurisprudence,0,0,1,0,1,1,0,0,1,0,0,1,0,0
Noticia_149.txt,"['security_and_defense', 'health_and_safety', 'external_regulation_and_reputation']",negative,health_and_safety,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Noticia_148.txt,"['crime_and_punishment', 'security_and_defense']",positive,crime_and_punishment,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Noticia_147.txt,['crime_and_punishment'],negative,crime_and_punishment,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Noticia_146.txt,"['legality_constitutionality_and_jurisprudence', 'public_opinion', 'external_regulation_and_reputation', 'policy_prescription_and_evaluation', 'crime_and_punishment']",negative,public_opinion,0,0,0,0,1,1,1,0,0,0,0,1,0,1
Noticia_137.txt,"['economic', 'legality_constitutionality_and_jurisprudence']",positive,economic,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Noticia_87.txt,"['economic', 'quality_of_life']",positive,economic,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Noticia_95.txt,"['crime_and_punishment', 'security_and_defense', 'quality_of_life', 'public_opinion']",negative,security_and_defense,0,0,0,0,0,0,1,1,0,1,0,1,0,0
Noticia_94.txt,"['cultural_identity', 'political', 'security_and_defense']",neutral,political,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Noticia_93.txt,"['external_regulation_and_reputation', 'public_opinion']",positive,external_regulation_and_reputation,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Noticia_92.txt,"['economic', 'cultural_identity']",positive,cultural_identity,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Noticia_115.txt,"['public_opinion', 'political', 'legality_constitutionality_and_jurisprudence', 'health_and_safety']",neutral,political,0,0,0,0,1,0,0,0,1,0,0,1,1,0
Noticia_91.txt,"['health_and_safety', 'cultural_identity', 'public_opinion']",positive,cultural_identity,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Noticia_90.txt,"['morality', 'health_and_safety', 'external_regulation_and_reputation', 'quality_of_life']",negative,external_regulation_and_reputation,0,0,1,0,0,0,0,0,1,1,0,0,0,1
Noticia_89.txt,['crime_and_punishment'],positive,crime_and_punishment,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Noticia_88.txt,"['legality_constitutionality_and_jurisprudence', 'policy_prescription_and_evaluation', 'security_and_defense', 'political']",neutral,policy_prescription_and_evaluation,0,0,0,0,1,1,0,1,0,0,0,0,1,0
Noticia_114.txt,"['crime_and_punishment', 'security_and_defense', 'public_opinion', 'political']",neutral,crime_and_punishment,0,0,0,0,0,0,1,1,0,0,0,1,1,0
Noticia_113.txt,"['public_opinion', 'security_and_defense']",neutral,security_and_defense,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Noticia_112.txt,"['security_and_defense', 'public_opinion']",negative,security_and_defense,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Noticia_111.txt,"['crime_and_punishment', 'external_regulation_and_reputation']",positive,external_regulation_and_reputation,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Noticia_110.txt,"['security_and_defense', 'public_opinion', 'fairness_and_equality', 'health_and_safety']",negative,security_and_defense,0,0,0,1,0,0,0,1,1,0,0,1,0,0
Noticia_109.txt,"['economic', 'capacity_and_resources']",neutral,capacity_and_resources,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Noticia_108.txt,['public_opinion'],negative,public_opinion,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Noticia_107.txt,"['political', 'public_opinion']",negative,political,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Noticia_106.txt,"['policy_prescription_and_evaluation', 'legality_constitutionality_and_jurisprudence', 'quality_of_life']",positive,quality_of_life,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Noticia_105.txt,['security_and_defense'],neutral,security_and_defense,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Noticia_104.txt,"['morality', 'public_opinion', 'fairness_and_equality']",negative,morality,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Noticia_103.txt,"['legality_constitutionality_and_jurisprudence', 'security_and_defense']",neutral,legality_constitutionality_and_jurisprudence,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Noticia_102.txt,"['political', 'public_opinion']",positive,public_opinion,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Noticia_101.txt,"['economic', 'morality', 'legality_constitutionality_and_jurisprudence']",positive,morality,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Noticia_100.txt,"['political', 'public_opinion', 'capacity_and_resources']",negative,capacity_and_resources,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Noticia_99.txt,"['political', 'public_opinion']",neutral,political,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Noticia_98.txt,"['economic', 'political', 'policy_prescription_and_evaluation', 'quality_of_life']",negative,economic,1,0,0,0,0,1,0,0,0,1,0,0,1,0
Noticia_97.txt,['economic'],positive,economic,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Noticia_96.txt,['economic'],neutral,economic,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Noticia_136.txt,"['security_and_defense', 'public_opinion']",negative,security_and_defense,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Noticia_135.txt,"['public_opinion', 'security_and_defense']",negative,public_opinion,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Noticia_134.txt,"['security_and_defense', 'public_opinion', 'legality_constitutionality_and_jurisprudence']",negative,security_and_defense,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Noticia_133.txt,"['crime_and_punishment', 'security_and_defense', 'public_opinion']",negative,crime_and_punishment,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Noticia_132.txt,"['crime_and_punishment', 'security_and_defense', 'legality_constitutionality_and_jurisprudence']",negative,legality_constitutionality_and_jurisprudence,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Noticia_131.txt,"['legality_constitutionality_and_jurisprudence', 'crime_and_punishment']",negative,crime_and_punishment,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Noticia_130.txt,"['legality_constitutionality_and_jurisprudence', 'crime_and_punishment', 'security_and_defense', 'public_opinion', 'external_regulation_and_reputation']",negative,security_and_defense,0,0,0,0,1,0,1,1,0,0,0,1,0,1
Noticia_129.txt,"['public_opinion', 'external_regulation_and_reputation']",negative,public_opinion,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Noticia_128.txt,"['political', 'public_opinion', 'health_and_safety']",positive,public_opinion,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Noticia_127.txt,"['political', 'public_opinion', 'external_regulation_and_reputation']",neutral,external_regulation_and_reputation,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Noticia_126.txt,"['security_and_defense', 'external_regulation_and_reputation', 'public_opinion', 'crime_and_punishment']",positive,security_and_defense,0,0,0,0,0,0,1,1,0,0,0,1,0,1
Noticia_125.txt,"['security_and_defense', 'public_opinion']",negative,security_and_defense,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Noticia_124.txt,"['economic', 'quality_of_life', 'public_opinion']",positive,public_opinion,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Noticia_123.txt,"['public_opinion', 'health_and_safety']",neutral,public_opinion,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Noticia_122.txt,"['public_opinion', 'external_regulation_and_reputation', 'economic']",negative,public_opinion,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Noticia_121.txt,"['economic', 'public_opinion']",neutral,public_opinion,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Noticia_120.txt,"['public_opinion', 'political', 'quality_of_life']",neutral,political,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Noticia_119.txt,"['capacity_and_resources', 'economic', 'political', 'public_opinion']",neutral,economic,1,1,0,0,0,0,0,0,0,0,0,1,1,0
Noticia_118.txt,"['security_and_defense', 'political']",positive,security_and_defense,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Noticia_117.txt,"['security_and_defense', 'morality', 'public_opinion', 'quality_of_life', 'legality_constitutionality_and_jurisprudence', 'political']",neutral,security_and_defense,0,0,1,0,1,0,0,1,0,1,0,1,1,0
Noticia_116.txt,"['policy_prescription_and_evaluation', 'public_opinion', 'political', 'fairness_and_equality']",positive,policy_prescription_and_evaluation,0,0,0,1,0,1,0,0,0,0,0,1,1,0
